fecha,competicion,local,visitante,goles_local,goles_visitante
2023-11-17,Pacific Games,Solomon Islands,Samoa,1.0,0.0
2023-11-18,CONCACAF Nations League,Antigua and Barbuda,Puerto Rico,2.0,3.0
2023-11-18,CONCACAF Nations League,Anguilla,Bonaire,0.0,3.0
2023-11-18,CONCACAF Nations League,Jamaica,Canada,1.0,2.0
2023-11-18,FIFA World Cup qualification,Senegal,South Sudan,4.0,0.0
2023-11-18,FIFA World Cup qualification,South Africa,Benin,2.0,1.0
2023-11-18,FIFA World Cup qualification,Niger,Tanzania,0.0,1.0
2023-11-18,Friendly,Germany,Turkey,2.0,3.0
2023-11-18,UEFA Euro qualification,France,Gibraltar,14.0,0.0
2023-11-18,UEFA Euro qualification,Netherlands,Republic of Ireland,1.0,0.0
2023-11-18,UEFA Euro qualification,Armenia,Wales,1.0,1.0
2023-11-18,UEFA Euro qualification,Latvia,Croatia,0.0,2.0
2023-11-18,UEFA Euro qualification,Belarus,Andorra,1.0,0.0
2023-11-18,UEFA Euro qualification,Switzerland,Kosovo,1.0,1.0
2023-11-18,UEFA Euro qualification,Israel,Romania,1.0,2.0
2023-11-18,Pacific Games,New Caledonia,Tonga,7.0,0.0
2023-11-18,Pacific Games,Fiji,Northern Mariana Islands,10.0,0.0
2023-11-19,CONCACAF Nations League,Guadeloupe,Saint Kitts and Nevis,5.0,0.0
2023-11-19,CONCACAF Nations League,Saint Lucia,Sint Maarten,1.0,2.0
2023-11-19,FIFA World Cup qualification,Sierra Leone,Egypt,0.0,2.0
2023-11-19,FIFA World Cup qualification,Sudan,DR Congo,1.0,0.0
2023-11-19,FIFA World Cup qualification,Zimbabwe,Nigeria,1.0,1.0
2023-11-19,FIFA World Cup qualification,Burundi,Gabon,1.0,2.0
2023-11-19,FIFA World Cup qualification,Mozambique,Algeria,0.0,2.0
2023-11-19,Friendly,Cyprus,Lithuania,1.0,0.0
2023-11-19,UEFA Euro qualification,Scotland,Norway,3.0,3.0
2023-11-19,UEFA Euro qualification,Spain,Georgia,3.0,1.0
2023-11-19,UEFA Euro qualification,Belgium,Azerbaijan,5.0,0.0
2023-11-19,UEFA Euro qualification,Sweden,Estonia,2.0,0.0
2023-11-19,UEFA Euro qualification,Hungary,Montenegro,3.0,1.0
2023-11-19,UEFA Euro qualification,Serbia,Bulgaria,2.0,2.0
2023-11-19,UEFA Euro qualification,Portugal,Iceland,2.0,0.0
2023-11-19,UEFA Euro qualification,Bosnia and Herzegovina,Slovakia,1.0,2.0
2023-11-19,UEFA Euro qualification,Liechtenstein,Luxembourg,0.0,1.0
2023-11-20,CONCACAF Nations League,Montserrat,Barbados,4.0,2.0
2023-11-20,CONCACAF Nations League,Aruba,Cayman Islands,5.0,1.0
2023-11-20,CONCACAF Nations League,Dominica,Turks and Caicos Islands,2.0,0.0
2023-11-20,CONCACAF Nations League,Panama,Costa Rica,3.0,1.0
2023-11-20,CONCACAF Nations League,Trinidad and Tobago,United States,2.0,1.0
2023-11-20,FIFA World Cup qualification,Djibouti,Guinea-Bissau,0.0,1.0
2023-11-20,FIFA World Cup qualification,Gambia,Ivory Coast,0.0,2.0
2023-11-20,FIFA World Cup qualification,Seychelles,Kenya,0.0,5.0
2023-11-20,FIFA World Cup qualification,Liberia,Equatorial Guinea,3.0,0.0
2023-11-20,FIFA World Cup qualification,Mali,Central African Republic,1.0,1.0
2023-11-20,FIFA World Cup qualification,Chad,Madagascar,0.0,3.0
2023-11-20,Friendly,Curaçao,El Salvador,1.0,1.0
2023-11-20,Friendly,Russia,Cuba,8.0,0.0
2023-11-20,UEFA Euro qualification,North Macedonia,England,1.0,1.0
2023-11-20,UEFA Euro qualification,Ukraine,Italy,0.0,0.0
2023-11-20,UEFA Euro qualification,Albania,Faroe Islands,0.0,0.0
2023-11-20,UEFA Euro qualification,Czech Republic,Moldova,3.0,0.0
2023-11-20,UEFA Euro qualification,Northern Ireland,Denmark,2.0,0.0
2023-11-20,UEFA Euro qualification,San Marino,Finland,1.0,2.0
2023-11-20,UEFA Euro qualification,Slovenia,Kazakhstan,2.0,1.0
2023-11-20,Pacific Games,Tuvalu,Vanuatu,0.0,6.0
2023-11-20,Pacific Games,Samoa,American Samoa,10.0,0.0
2023-11-21,CONCACAF Nations League,Nicaragua,Dominican Republic,0.0,0.0
2023-11-21,CONCACAF Nations League,French Guiana,Bermuda,3.0,0.0
2023-11-21,CONCACAF Nations League,Saint Vincent and the Grenadines,Belize,3.0,0.0
2023-11-21,CONCACAF Nations League,Guyana,Antigua and Barbuda,6.0,0.0
2023-11-21,CONCACAF Nations League,Puerto Rico,Bahamas,6.0,1.0
2023-11-21,CONCACAF Nations League,Bonaire,Saint Martin,0.0,4.0
2023-11-21,CONCACAF Nations League,Canada,Jamaica,2.0,3.0
2023-11-21,CONCACAF Nations League,Mexico,Honduras,2.0,0.0
2023-11-21,FIFA World Cup qualification,Ecuador,Chile,1.0,0.0
2023-11-21,FIFA World Cup qualification,Paraguay,Colombia,0.0,1.0
2023-11-21,FIFA World Cup qualification,Uruguay,Bolivia,3.0,0.0
2023-11-21,FIFA World Cup qualification,Peru,Venezuela,1.0,1.0
2023-11-21,FIFA World Cup qualification,Brazil,Argentina,0.0,1.0
2023-11-21,FIFA World Cup qualification,India,Qatar,0.0,3.0
2023-11-21,FIFA World Cup qualification,Afghanistan,Kuwait,0.0,4.0
2023-11-21,FIFA World Cup qualification,Myanmar,North Korea,1.0,6.0
2023-11-21,FIFA World Cup qualification,Syria,Japan,0.0,5.0
2023-11-21,FIFA World Cup qualification,China,South Korea,0.0,3.0
2023-11-21,FIFA World Cup qualification,Singapore,Thailand,1.0,3.0
2023-11-21,FIFA World Cup qualification,Taiwan,Malaysia,0.0,1.0
2023-11-21,FIFA World Cup qualification,Kyrgyzstan,Oman,1.0,0.0
2023-11-21,FIFA World Cup qualification,Uzbekistan,Iran,2.0,2.0
2023-11-21,FIFA World Cup qualification,Hong Kong,Turkmenistan,2.0,2.0
2023-11-21,FIFA World Cup qualification,Philippines,Indonesia,1.0,1.0
2023-11-21,FIFA World Cup qualification,Vietnam,Iraq,0.0,1.0
2023-11-21,FIFA World Cup qualification,Pakistan,Tajikistan,1.0,6.0
2023-11-21,FIFA World Cup qualification,Jordan,Saudi Arabia,0.0,2.0
2023-11-21,FIFA World Cup qualification,Bahrain,United Arab Emirates,0.0,2.0
2023-11-21,FIFA World Cup qualification,Nepal,Yemen,0.0,2.0
2023-11-21,FIFA World Cup qualification,Palestine,Australia,0.0,1.0
2023-11-21,FIFA World Cup qualification,Bangladesh,Lebanon,1.0,1.0
2023-11-21,FIFA World Cup qualification,Ethiopia,Burkina Faso,0.0,3.0
2023-11-21,FIFA World Cup qualification,South Sudan,Mauritania,0.0,0.0
2023-11-21,FIFA World Cup qualification,Togo,Senegal,0.0,0.0
2023-11-21,FIFA World Cup qualification,Lesotho,Benin,0.0,0.0
2023-11-21,FIFA World Cup qualification,Rwanda,South Africa,2.0,0.0
2023-11-21,FIFA World Cup qualification,Eswatini,Cape Verde,0.0,2.0
2023-11-21,FIFA World Cup qualification,Libya,Cameroon,1.0,1.0
2023-11-21,FIFA World Cup qualification,Mauritius,Angola,0.0,0.0
2023-11-21,FIFA World Cup qualification,Niger,Zambia,2.0,1.0
2023-11-21,FIFA World Cup qualification,Tanzania,Morocco,0.0,2.0
2023-11-21,FIFA World Cup qualification,Somalia,Uganda,0.0,1.0
2023-11-21,FIFA World Cup qualification,Botswana,Guinea,1.0,0.0
2023-11-21,FIFA World Cup qualification,Malawi,Tunisia,0.0,1.0
2023-11-21,FIFA World Cup qualification,São Tomé and Príncipe,Namibia,0.0,2.0
2023-11-21,FIFA World Cup qualification,Comoros,Ghana,1.0,0.0
2023-11-21,Friendly,Austria,Germany,2.0,0.0
2023-11-21,Friendly,Poland,Latvia,2.0,0.0
2023-11-21,Friendly,Republic of Ireland,New Zealand,1.0,1.0
2023-11-21,UEFA Euro qualification,Gibraltar,Netherlands,0.0,6.0
2023-11-21,UEFA Euro qualification,Greece,France,2.0,2.0
2023-11-21,UEFA Euro qualification,Wales,Turkey,1.0,1.0
2023-11-21,UEFA Euro qualification,Croatia,Armenia,1.0,0.0
2023-11-21,UEFA Euro qualification,Andorra,Israel,0.0,2.0
2023-11-21,UEFA Euro qualification,Kosovo,Belarus,0.0,1.0
2023-11-21,UEFA Euro qualification,Romania,Switzerland,1.0,0.0
2023-11-21,Pacific Games,Tonga,Cook Islands,1.0,2.0
2023-11-21,Pacific Games,Fiji,Tahiti,0.0,0.0
2023-11-23,Pacific Games,Vanuatu,Papua New Guinea,1.0,1.0
2023-11-23,Pacific Games,Solomon Islands,American Samoa,11.0,0.0
2023-11-24,Pacific Games,Cook Islands,New Caledonia,0.0,8.0
2023-11-24,Pacific Games,Northern Mariana Islands,Tahiti,0.0,5.0
2023-11-27,Pacific Games,Northern Mariana Islands,American Samoa,4.0,0.0
2023-11-27,Pacific Games,Tonga,Tuvalu,0.0,4.0
2023-11-27,Pacific Games,Tahiti,Samoa,2.0,1.0
2023-11-27,Pacific Games,Cook Islands,Papua New Guinea,0.0,3.0
2023-11-28,Pacific Games,New Caledonia,Vanuatu,1.0,0.0
2023-11-28,Pacific Games,Solomon Islands,Fiji,2.0,0.0
2023-11-30,Pacific Games,American Samoa,Tonga,2.0,6.0
2023-11-30,Pacific Games,Northern Mariana Islands,Tuvalu,1.0,4.0
2023-11-30,Pacific Games,Samoa,Cook Islands,3.0,0.0
2023-11-30,Pacific Games,Tahiti,Papua New Guinea,2.0,0.0
2023-12-01,Pacific Games,Vanuatu,Fiji,2.0,4.0
2023-12-02,Pacific Games,Solomon Islands,New Caledonia,2.0,2.0
2023-12-16,Friendly,Mexico,Colombia,2.0,3.0
2024-01-01,Friendly,Japan,Thailand,5.0,0.0
2024-01-01,Friendly,China,Hong Kong,1.0,2.0
2024-01-02,Friendly,Indonesia,Libya,0.0,4.0
2024-01-04,Friendly,Tajikistan,Hong Kong,2.0,1.0
2024-01-04,Friendly,Saudi Arabia,Lebanon,1.0,0.0
2024-01-05,Friendly,Indonesia,Libya,1.0,2.0
2024-01-05,Friendly,Iran,Burkina Faso,2.0,1.0
2024-01-05,Friendly,Kyrgyzstan,Syria,1.0,1.0
2024-01-05,Friendly,Qatar,Jordan,1.0,2.0
2024-01-05,Friendly,Togo,Algeria,0.0,3.0
2024-01-06,Friendly,DR Congo,Angola,0.0,0.0
2024-01-06,Friendly,Iraq,South Korea,0.0,1.0
2024-01-06,Friendly,Bahrain,Australia,0.0,2.0
2024-01-06,Friendly,Mozambique,Lesotho,2.0,0.0
2024-01-06,Friendly,United Arab Emirates,Oman,0.0,1.0
2024-01-06,Friendly,Ivory Coast,Sierra Leone,5.0,1.0
2024-01-06,Friendly,Tunisia,Mauritania,0.0,0.0
2024-01-06,Friendly,Mali,Guinea-Bissau,6.0,2.0
2024-01-07,Friendly,Uzbekistan,Palestine,1.0,0.0
2024-01-07,Friendly,Egypt,Tanzania,2.0,0.0
2024-01-08,Friendly,Nigeria,Guinea,0.0,2.0
2024-01-08,Friendly,Botswana,Mozambique,1.0,1.0
2024-01-08,Friendly,Syria,Malaysia,2.0,2.0
2024-01-08,Friendly,Senegal,Niger,1.0,0.0
2024-01-08,Friendly,Ghana,Namibia,0.0,0.0
2024-01-09,Friendly,Japan,Jordan,6.0,1.0
2024-01-09,Friendly,Kyrgyzstan,Vietnam,2.0,1.0
2024-01-09,Friendly,Zambia,Cameroon,1.0,1.0
2024-01-09,Friendly,Equatorial Guinea,Djibouti,1.0,1.0
2024-01-09,Friendly,Saudi Arabia,Palestine,0.0,0.0
2024-01-09,Friendly,Burundi,Algeria,0.0,4.0
2024-01-09,Friendly,Indonesia,Iran,0.0,5.0
2024-01-10,Friendly,South Africa,Lesotho,0.0,0.0
2024-01-10,Friendly,DR Congo,Burkina Faso,1.0,2.0
2024-01-10,Friendly,Bahrain,Angola,0.0,3.0
2024-01-10,Friendly,Saudi Arabia,Hong Kong,2.0,0.0
2024-01-10,Friendly,Tunisia,Cape Verde,2.0,0.0
2024-01-11,Friendly,Morocco,Sierra Leone,3.0,1.0
2024-01-12,AFC Asian Cup,Qatar,Lebanon,3.0,0.0
2024-01-12,Friendly,Kuwait,Libya,1.0,3.0
2024-01-12,Friendly,Sweden,Estonia,2.0,1.0
2024-01-13,AFC Asian Cup,China,Tajikistan,0.0,0.0
2024-01-13,AFC Asian Cup,Australia,India,2.0,0.0
2024-01-13,AFC Asian Cup,Uzbekistan,Syria,0.0,0.0
2024-01-13,African Cup of Nations,Ivory Coast,Guinea-Bissau,2.0,0.0
2024-01-13,Friendly,Guatemala,Iceland,0.0,1.0
2024-01-14,AFC Asian Cup,United Arab Emirates,Hong Kong,3.0,1.0
2024-01-14,AFC Asian Cup,Iran,Palestine,4.0,1.0
2024-01-14,AFC Asian Cup,Japan,Vietnam,4.0,2.0
2024-01-14,African Cup of Nations,Nigeria,Equatorial Guinea,1.0,1.0
2024-01-14,African Cup of Nations,Egypt,Mozambique,2.0,2.0
2024-01-14,African Cup of Nations,Ghana,Cape Verde,1.0,2.0
2024-01-15,AFC Asian Cup,Indonesia,Iraq,1.0,3.0
2024-01-15,AFC Asian Cup,South Korea,Bahrain,3.0,1.0
2024-01-15,AFC Asian Cup,Malaysia,Jordan,0.0,4.0
2024-01-15,African Cup of Nations,Senegal,Gambia,3.0,0.0
2024-01-15,African Cup of Nations,Cameroon,Guinea,1.0,1.0
2024-01-15,African Cup of Nations,Algeria,Angola,1.0,1.0
2024-01-16,AFC Asian Cup,Thailand,Kyrgyzstan,2.0,0.0
2024-01-16,AFC Asian Cup,Saudi Arabia,Oman,2.0,1.0
2024-01-16,African Cup of Nations,Burkina Faso,Mauritania,1.0,0.0
2024-01-16,African Cup of Nations,Tunisia,Namibia,0.0,1.0
2024-01-16,African Cup of Nations,Mali,South Africa,2.0,0.0
2024-01-17,AFC Asian Cup,Lebanon,China,0.0,0.0
2024-01-17,AFC Asian Cup,Qatar,Tajikistan,1.0,0.0
2024-01-17,African Cup of Nations,Morocco,Tanzania,3.0,0.0
2024-01-17,African Cup of Nations,DR Congo,Zambia,1.0,1.0
2024-01-17,Friendly,Honduras,Iceland,0.0,2.0
2024-01-18,AFC Asian Cup,Syria,Australia,0.0,1.0
2024-01-18,AFC Asian Cup,India,Uzbekistan,0.0,3.0
2024-01-18,AFC Asian Cup,Palestine,United Arab Emirates,1.0,1.0
2024-01-18,African Cup of Nations,Equatorial Guinea,Guinea-Bissau,4.0,2.0
2024-01-18,African Cup of Nations,Ivory Coast,Nigeria,0.0,1.0
2024-01-18,African Cup of Nations,Egypt,Ghana,2.0,2.0
2024-01-19,AFC Asian Cup,Hong Kong,Iran,0.0,1.0
2024-01-19,AFC Asian Cup,Iraq,Japan,2.0,1.0
2024-01-19,AFC Asian Cup,Vietnam,Indonesia,0.0,1.0
2024-01-19,African Cup of Nations,Cape Verde,Mozambique,3.0,0.0
2024-01-19,African Cup of Nations,Senegal,Cameroon,3.0,1.0
2024-01-19,African Cup of Nations,Guinea,Gambia,1.0,0.0
2024-01-19,Friendly,Kuwait,Uganda,0.0,2.0
2024-01-20,AFC Asian Cup,Jordan,South Korea,2.0,2.0
2024-01-20,AFC Asian Cup,Bahrain,Malaysia,1.0,0.0
2024-01-20,African Cup of Nations,Algeria,Burkina Faso,2.0,2.0
2024-01-20,African Cup of Nations,Mauritania,Angola,2.0,3.0
2024-01-20,African Cup of Nations,Tunisia,Mali,1.0,1.0
2024-01-20,Friendly,United States,Slovenia,0.0,1.0
2024-01-21,AFC Asian Cup,Oman,Thailand,0.0,0.0
2024-01-21,AFC Asian Cup,Kyrgyzstan,Saudi Arabia,0.0,2.0
2024-01-21,African Cup of Nations,South Africa,Namibia,4.0,0.0
2024-01-21,African Cup of Nations,Morocco,DR Congo,1.0,1.0
2024-01-21,African Cup of Nations,Zambia,Tanzania,1.0,1.0
2024-01-22,AFC Asian Cup,Qatar,China,1.0,0.0
2024-01-22,AFC Asian Cup,Tajikistan,Lebanon,2.0,1.0
2024-01-22,African Cup of Nations,Guinea-Bissau,Nigeria,0.0,1.0
2024-01-22,African Cup of Nations,Ivory Coast,Equatorial Guinea,0.0,4.0
2024-01-22,African Cup of Nations,Cape Verde,Egypt,2.0,2.0
2024-01-22,African Cup of Nations,Mozambique,Ghana,2.0,2.0
2024-01-23,AFC Asian Cup,Australia,Uzbekistan,1.0,1.0
2024-01-23,AFC Asian Cup,Syria,India,1.0,0.0
2024-01-23,AFC Asian Cup,Hong Kong,Palestine,0.0,3.0
2024-01-23,AFC Asian Cup,Iran,United Arab Emirates,2.0,1.0
2024-01-23,African Cup of Nations,Gambia,Cameroon,2.0,3.0
2024-01-23,African Cup of Nations,Guinea,Senegal,0.0,2.0
2024-01-23,African Cup of Nations,Angola,Burkina Faso,2.0,0.0
2024-01-23,African Cup of Nations,Mauritania,Algeria,1.0,0.0
2024-01-24,AFC Asian Cup,Iraq,Vietnam,3.0,2.0
2024-01-24,AFC Asian Cup,Japan,Indonesia,3.0,1.0
2024-01-24,African Cup of Nations,Namibia,Mali,0.0,0.0
2024-01-24,African Cup of Nations,South Africa,Tunisia,0.0,0.0
2024-01-24,African Cup of Nations,Tanzania,DR Congo,0.0,0.0
2024-01-24,African Cup of Nations,Zambia,Morocco,0.0,1.0
2024-01-25,AFC Asian Cup,Jordan,Bahrain,0.0,1.0
2024-01-25,AFC Asian Cup,South Korea,Malaysia,3.0,3.0
2024-01-25,AFC Asian Cup,Kyrgyzstan,Oman,1.0,1.0
2024-01-25,AFC Asian Cup,Saudi Arabia,Thailand,0.0,0.0
2024-01-27,African Cup of Nations,Angola,Namibia,3.0,0.0
2024-01-27,African Cup of Nations,Nigeria,Cameroon,2.0,0.0
2024-01-28,AFC Asian Cup,Australia,Indonesia,4.0,0.0
2024-01-28,AFC Asian Cup,Tajikistan,United Arab Emirates,1.0,1.0
2024-01-28,African Cup of Nations,Egypt,DR Congo,1.0,1.0
2024-01-28,African Cup of Nations,Equatorial Guinea,Guinea,0.0,1.0
2024-01-29,AFC Asian Cup,Iraq,Jordan,2.0,3.0
2024-01-29,AFC Asian Cup,Qatar,Palestine,2.0,1.0
2024-01-29,African Cup of Nations,Cape Verde,Mauritania,1.0,0.0
2024-01-29,African Cup of Nations,Ivory Coast,Senegal,1.0,1.0
2024-01-30,AFC Asian Cup,Saudi Arabia,South Korea,1.0,1.0
2024-01-30,AFC Asian Cup,Uzbekistan,Thailand,2.0,1.0
2024-01-30,African Cup of Nations,Mali,Burkina Faso,2.0,1.0
2024-01-30,African Cup of Nations,Morocco,South Africa,0.0,2.0
2024-01-31,AFC Asian Cup,Bahrain,Japan,1.0,3.0
2024-01-31,AFC Asian Cup,Iran,Syria,1.0,1.0
2024-02-02,AFC Asian Cup,Australia,South Korea,1.0,2.0
2024-02-02,AFC Asian Cup,Tajikistan,Jordan,0.0,1.0
2024-02-02,African Cup of Nations,DR Congo,Guinea,3.0,1.0
2024-02-02,African Cup of Nations,Nigeria,Angola,1.0,0.0
2024-02-03,AFC Asian Cup,Iran,Japan,2.0,1.0
2024-02-03,AFC Asian Cup,Qatar,Uzbekistan,1.0,1.0
2024-02-03,African Cup of Nations,Cape Verde,South Africa,0.0,0.0
2024-02-03,African Cup of Nations,Ivory Coast,Mali,2.0,1.0
2024-02-03,Friendly,Costa Rica,El Salvador,2.0,0.0
2024-02-06,AFC Asian Cup,Jordan,South Korea,2.0,0.0
2024-02-07,AFC Asian Cup,Qatar,Iran,3.0,2.0
2024-02-07,African Cup of Nations,Ivory Coast,DR Congo,1.0,0.0
2024-02-07,African Cup of Nations,Nigeria,South Africa,1.0,1.0
2024-02-10,AFC Asian Cup,Qatar,Jordan,3.0,1.0
2024-02-10,African Cup of Nations,South Africa,DR Congo,0.0,0.0
2024-02-11,African Cup of Nations,Ivory Coast,Nigeria,2.0,1.0
2024-03-01,Friendly,Trinidad and Tobago,Jamaica,0.0,1.0
2024-03-03,Friendly,Trinidad and Tobago,Jamaica,0.0,0.0
2024-03-14,Friendly,Kazakhstan,Turkmenistan,2.0,0.0
2024-03-18,Friendly,Solomon Islands,Fiji,2.0,1.0
2024-03-20,Friendly,Bonaire,El Salvador,1.0,1.0
2024-03-20,Friendly,San Marino,Saint Kitts and Nevis,1.0,3.0
2024-03-20,African Cup of Nations qualification,Djibouti,Liberia,0.0,2.0
2024-03-20,African Cup of Nations qualification,Somalia,Eswatini,0.0,3.0
2024-03-20,Oceania Nations Cup qualification,Tonga,Samoa,1.0,4.0
2024-03-21,FIFA Series,South Africa,Andorra,1.0,1.0
2024-03-21,FIFA Series,Cape Verde,Guyana,1.0,0.0
2024-03-21,FIFA Series,Guinea,Vanuatu,6.0,0.0
2024-03-21,CONCACAF Nations League,Panama,Mexico,0.0,3.0
2024-03-21,CONCACAF Nations League,United States,Jamaica,3.0,1.0
2024-03-21,UEFA Nations League,Gibraltar,Lithuania,0.0,1.0
2024-03-21,UEFA Euro qualification,Poland,Estonia,5.0,1.0
2024-03-21,UEFA Euro qualification,Wales,Finland,4.0,1.0
2024-03-21,UEFA Euro qualification,Israel,Iceland,1.0,4.0
2024-03-21,UEFA Euro qualification,Bosnia and Herzegovina,Ukraine,1.0,2.0
2024-03-21,UEFA Euro qualification,Georgia,Luxembourg,2.0,0.0
2024-03-21,UEFA Euro qualification,Greece,Kazakhstan,5.0,0.0
2024-03-21,FIFA World Cup qualification,Qatar,Kuwait,3.0,0.0
2024-03-21,FIFA World Cup qualification,Afghanistan,India,0.0,0.0
2024-03-21,FIFA World Cup qualification,Myanmar,Syria,1.0,1.0
2024-03-21,FIFA World Cup qualification,Japan,North Korea,1.0,0.0
2024-03-21,FIFA World Cup qualification,South Korea,Thailand,1.0,1.0
2024-03-21,FIFA World Cup qualification,Singapore,China,2.0,2.0
2024-03-21,FIFA World Cup qualification,Taiwan,Kyrgyzstan,0.0,2.0
2024-03-21,FIFA World Cup qualification,Oman,Malaysia,2.0,0.0
2024-03-21,FIFA World Cup qualification,Iran,Turkmenistan,5.0,0.0
2024-03-21,FIFA World Cup qualification,Hong Kong,Uzbekistan,0.0,2.0
2024-03-21,FIFA World Cup qualification,Indonesia,Vietnam,1.0,0.0
2024-03-21,FIFA World Cup qualification,Iraq,Philippines,1.0,0.0
2024-03-21,FIFA World Cup qualification,Pakistan,Jordan,0.0,3.0
2024-03-21,FIFA World Cup qualification,Saudi Arabia,Tajikistan,1.0,0.0
2024-03-21,FIFA World Cup qualification,Bahrain,Nepal,5.0,0.0
2024-03-21,FIFA World Cup qualification,United Arab Emirates,Yemen,2.0,1.0
2024-03-21,FIFA World Cup qualification,Australia,Lebanon,2.0,0.0
2024-03-21,FIFA World Cup qualification,Palestine,Bangladesh,5.0,0.0
2024-03-21,Friendly,Belize,Puerto Rico,1.0,1.0
2024-03-21,Friendly,Cyprus,Latvia,1.0,1.0
2024-03-21,Friendly,Ecuador,Guatemala,2.0,0.0
2024-03-21,Friendly,Ethiopia,Lesotho,1.0,2.0
2024-03-21,Friendly,Malta,Slovenia,2.0,2.0
2024-03-21,Friendly,Montenegro,Belarus,2.0,0.0
2024-03-21,Friendly,Portugal,Sweden,5.0,2.0
2024-03-21,Friendly,Solomon Islands,Fiji,0.0,2.0
2024-03-21,Friendly,Venezuela,Italy,1.0,2.0
2024-03-22,FIFA Series,Algeria,Bolivia,3.0,2.0
2024-03-22,FIFA Series,Azerbaijan,Mongolia,1.0,0.0
2024-03-22,FIFA Series,Bulgaria,Tanzania,1.0,0.0
2024-03-22,FIFA Series,Egypt,New Zealand,1.0,0.0
2024-03-22,FIFA Series,Equatorial Guinea,Cambodia,2.0,0.0
2024-03-22,FIFA Series,Brunei,Bermuda,0.0,2.0
2024-03-22,FIFA Series,Central African Republic,Bhutan,6.0,0.0
2024-03-22,FIFA Series,Sri Lanka,Papua New Guinea,0.0,0.0
2024-03-22,FIFA World Cup qualification,Anguilla,Turks and Caicos Islands,0.0,0.0
2024-03-22,FIFA World Cup qualification,United States Virgin Islands,British Virgin Islands,1.0,1.0
2024-03-22,Friendly,Albania,Chile,0.0,3.0
2024-03-22,Friendly,Argentina,El Salvador,3.0,0.0
2024-03-22,Friendly,Armenia,Kosovo,0.0,1.0
2024-03-22,Friendly,Burkina Faso,Libya,1.0,2.0
2024-03-22,Friendly,Comoros,Uganda,4.0,0.0
2024-03-22,Friendly,Hungary,Turkey,1.0,0.0
2024-03-22,Friendly,Liechtenstein,Faroe Islands,0.0,4.0
2024-03-22,Friendly,Mauritania,Mali,0.0,2.0
2024-03-22,Friendly,Morocco,Angola,1.0,0.0
2024-03-22,Friendly,Netherlands,Scotland,4.0,0.0
2024-03-22,Friendly,Niger,Togo,1.0,2.0
2024-03-22,Friendly,Nigeria,Ghana,2.0,1.0
2024-03-22,Friendly,North Macedonia,Moldova,1.0,1.0
2024-03-22,Friendly,Norway,Czech Republic,1.0,2.0
2024-03-22,Friendly,Peru,Nicaragua,2.0,0.0
2024-03-22,Friendly,Romania,Northern Ireland,1.0,1.0
2024-03-22,Friendly,Senegal,Gabon,3.0,0.0
2024-03-22,Friendly,Spain,Colombia,0.0,1.0
2024-03-22,African Cup of Nations qualification,Chad,Mauritius,1.0,0.0
2024-03-22,African Cup of Nations qualification,São Tomé and Príncipe,South Sudan,1.0,1.0
2024-03-23,FIFA Series,Tunisia,Croatia,0.0,0.0
2024-03-23,Copa América qualification,Canada,Trinidad and Tobago,2.0,0.0
2024-03-23,Copa América qualification,Costa Rica,Honduras,3.0,1.0
2024-03-23,Friendly,Denmark,Switzerland,0.0,0.0
2024-03-23,Friendly,Dominican Republic,Aruba,2.0,0.0
2024-03-23,Friendly,England,Brazil,0.0,1.0
2024-03-23,Friendly,France,Germany,0.0,2.0
2024-03-23,Friendly,Ivory Coast,Benin,2.0,2.0
2024-03-23,Friendly,Republic of Ireland,Belgium,0.0,0.0
2024-03-23,Friendly,Slovakia,Austria,0.0,2.0
2024-03-23,Oceania Nations Cup qualification,Samoa,Cook Islands,1.0,0.0
2024-03-24,CONCACAF Nations League,Jamaica,Panama,1.0,0.0
2024-03-24,CONCACAF Nations League,United States,Mexico,2.0,0.0
2024-03-24,Friendly,Belize,Puerto Rico,3.0,0.0
2024-03-24,Friendly,Ecuador,Italy,0.0,2.0
2024-03-24,Friendly,Ethiopia,Lesotho,2.0,1.0
2024-03-24,Friendly,Guatemala,Venezuela,0.0,0.0
2024-03-24,Friendly,San Marino,Saint Kitts and Nevis,0.0,0.0
2024-03-24,Friendly,Suriname,Martinique,1.0,1.0
2024-03-25,FIFA Series,Bolivia,Andorra,1.0,0.0
2024-03-25,FIFA Series,Azerbaijan,Bulgaria,1.0,1.0
2024-03-25,FIFA Series,Tanzania,Mongolia,3.0,0.0
2024-03-25,FIFA Series,Cape Verde,Equatorial Guinea,1.0,0.0
2024-03-25,FIFA Series,Bermuda,Guinea,1.0,5.0
2024-03-25,FIFA Series,Central African Republic,Papua New Guinea,4.0,0.0
2024-03-25,FIFA Series,Sri Lanka,Bhutan,2.0,0.0
2024-03-25,Friendly,Comoros,Angola,0.0,0.0
2024-03-25,Friendly,Cyprus,Serbia,0.0,1.0
2024-03-25,Friendly,Gabon,Congo,1.0,1.0
2024-03-25,Friendly,Montenegro,North Macedonia,1.0,0.0
2024-03-25,Friendly,Sweden,Albania,1.0,0.0
2024-03-26,FIFA Series,Algeria,South Africa,3.0,3.0
2024-03-26,FIFA Series,Egypt,Croatia,2.0,4.0
2024-03-26,FIFA Series,New Zealand,Tunisia,0.0,0.0
2024-03-26,FIFA Series,Cambodia,Guyana,1.0,4.0
2024-03-26,FIFA Series,Brunei,Vanuatu,3.0,2.0
